step,num_seeds,mean_eval_return,std_eval_return,min_eval_return,max_eval_return,mean_eval_success,std_eval_success,min_eval_success,max_eval_success
6000,5,120.3124969100952,2.6867630984510398,117.42339022159577,124.45990835428238,0.0,0.0,0.0,0.0
12000,5,111.84463985681535,30.752776516475635,87.09885334968567,160.48687488436698,0.0,0.0,0.0,0.0
18000,5,232.14936516046524,102.76697554609869,154.93029913902282,388.408611702919,0.12000000000000002,0.1788854381999832,0.0,0.4
24000,5,142.07771898627283,17.690797053849767,126.13080210089683,170.83673286437988,0.08,0.10954451150103323,0.0,0.2
30000,5,409.70561967372896,553.0684585735554,119.66079371571541,1395.0854652047158,0.2,0.3464101615137755,0.0,0.8
36000,5,574.3486140108108,728.1424336674945,151.6518837451935,1842.302535814047,0.24000000000000005,0.3577708763999664,0.0,0.8
42000,5,391.27068380475043,235.68267614008397,160.67665073871612,660.5425956726074,0.24000000000000005,0.32863353450309973,0.0,0.8
48000,5,614.2309606707097,275.5733919457548,169.719196498394,876.7314990639686,0.44000000000000006,0.2966479394838265,0.0,0.8
54000,5,532.7746255290508,342.04343465750867,151.32237840890883,877.0533215165138,0.4,0.316227766016838,0.0,0.8
60000,5,754.533926473856,713.3106833688555,148.56529140472412,1568.234609925747,0.36,0.35777087639996635,0.0,0.8
66000,5,915.3613030338287,542.5187565514045,151.1664598405361,1524.7956165492535,0.5599999999999999,0.35777087639996635,0.0,0.8
72000,5,902.1018984150887,643.3146967827034,130.15414193868637,1778.594858467579,0.4800000000000001,0.3898717737923586,0.0,1.0
78000,5,1055.4858246541023,1009.7117889568692,114.12260681390762,2390.641297066212,0.5599999999999999,0.5176871642217914,0.0,1.0
84000,5,840.8603336501121,860.3621985897448,119.74836488962174,1996.653187072277,0.36,0.40987803063838396,0.0,0.8
90000,5,1095.5463691568373,831.5750799317037,161.40024178028108,2016.1621309697628,0.52,0.41472882706655445,0.0,1.0
96000,5,892.891761225462,755.6721550961274,150.61210763454437,1962.9959158301353,0.48,0.41472882706655445,0.0,1.0
102000,5,997.19856387496,737.6884817636007,180.6466041147709,1875.1544822335243,0.5599999999999999,0.35777087639996635,0.2,1.0
108000,5,1061.3089693331717,575.1253963775977,242.14615288376808,1725.4259115219115,0.72,0.30331501776206204,0.2,1.0
114000,5,1227.546533024907,787.5373335804088,233.15181158185004,2257.0666897773744,0.68,0.3346640106136302,0.2,1.0
120000,5,1306.244713695049,720.7978712054388,390.9377143383026,2256.5205652832983,0.8,0.2449489742783178,0.4,1.0
126000,5,1253.5198652982713,893.4874086053355,141.51462641954421,2365.770758807659,0.68,0.38987177379235854,0.0,1.0
132000,5,1395.7314746880531,808.253930024171,136.72473137378694,2258.713919210434,0.68,0.38987177379235854,0.0,1.0
138000,5,1424.1225371086598,648.6366685442833,628.6521560370923,2102.4447578549384,0.72,0.30331501776206204,0.4,1.0
144000,5,1678.6529827046393,497.2113440839392,989.8826882958413,2260.9606508135794,0.96,0.08944271909999157,0.8,1.0
