step,seed,avg_eval_return,var_eval_return,num_evals_used,removed_lowest_score,mean_eval_success
6000,789,13.238149066355703,52.6927210027523,4,3.423047524277403,0.0
12000,789,0.0,0.0,4,0.0,0.0
18000,789,2703.7725539414496,14330.816781479209,4,1.9865038310347718,0.8
24000,789,1.0178659575869942,0.0003751293233220069,4,0.9896162922526597,0.0
30000,789,2834.6483077704906,2820.4264864281954,4,2696.1941301822662,1.0
36000,789,2127.3725147865052,1429992.1422200173,4,110.22699143144483,1.0
42000,789,2477.8919474259174,197294.45559170257,4,163.75828499905765,1.0
48000,789,2841.3378193080425,69.13863741238788,4,191.0463433232058,1.0
54000,789,2722.6105080768466,22533.307805075838,4,161.0888004934531,1.0
60000,789,2853.793214276433,22.37448017717926,4,2681.1158752441406,1.0
66000,789,2352.979359997902,620831.4072306325,4,888.2455677576363,1.0
72000,789,2835.454458802473,447.88779090833515,4,2650.3308504521847,1.0
78000,789,2809.920511695993,746.0435323587006,4,2789.4305641055107,1.0
84000,789,2794.746946938336,58.97600821690502,4,2451.72779129039,1.0
90000,789,2793.735190191772,335.36950518005955,4,2728.765172478892,1.0
96000,789,2821.9801748860627,1064.0397237356037,4,2680.8792016439256,1.0
102000,789,2785.0497570591274,46.24914509271619,4,2770.7699924689623,1.0
108000,789,2700.616202428937,18403.088250292512,4,2496.472817443311,1.0
114000,789,2845.6545478999615,101.65560828772465,4,2822.719228863716,1.0
120000,789,2564.201778541213,132097.59676922573,4,1370.7525442756628,1.0
126000,789,2773.556479245436,2947.6256277823927,4,2352.211323796931,1.0
132000,789,2831.427390353754,146.56356757708616,4,1781.6373247288593,1.0
138000,789,2752.1695684452425,16016.244305740629,4,2036.7917983509287,1.0
144000,789,2844.8663762509823,826.8765582800723,4,2675.3085852873874,1.0
